City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Xai-Xai,MZ,-25.0519,33.6442,80.22,63,87,8.48,overcast clouds
345,Berlevag,NO,70.8578,29.0864,23.0,93,75,24.16,light shower snow
346,Malegaon,IN,20.55,74.5333,71.64,39,40,3.74,scattered clouds
347,Cap-Aux-Meules,CA,47.3821,-61.8597,30.25,69,75,14.97,broken clouds
348,Krasnoselkup,RU,65.7,82.4667,7.0,89,100,24.18,overcast clouds
349,Manavalakurichi,IN,8.1333,77.3,82.49,78,40,7.52,scattered clouds
350,Trojes,AL,41.756,19.962,28.89,63,5,6.69,clear sky
351,Marsh Harbour,BS,26.5412,-77.0636,71.58,66,74,20.78,broken clouds
352,Irece,BR,-11.3042,-41.8558,82.78,54,73,7.14,broken clouds
353,Eregli,TR,37.5133,34.0467,26.22,50,43,2.39,scattered clouds
354,Dagana,MR,16.5165,-15.5068,89.8,15,100,13.76,overcast clouds
355,Cap Malheureux,MU,-19.9842,57.6142,79.47,82,99,7.0,overcast clouds
356,Luena,AO,-11.7833,19.9167,63.68,95,100,1.79,overcast clouds
357,Jaisalmer,IN,26.9147,70.9181,69.19,38,3,4.27,clear sky
358,Palora,EC,-1.7,-77.9333,78.78,55,86,3.38,overcast clouds
359,Guaruja,BR,-23.9931,-46.2564,97.16,50,0,1.99,clear sky
360,Darnah,LY,32.767,22.6367,58.71,73,75,7.18,broken clouds
361,Bestobe,KZ,52.4994,73.0975,33.42,90,100,11.63,overcast clouds
362,Phalodi,IN,27.1333,72.3667,66.54,32,1,3.02,clear sky
363,Rio Grande,BR,-32.035,-52.0986,79.95,60,63,15.35,broken clouds
364,Bar Harbor,US,44.3876,-68.2039,47.91,90,90,8.01,mist
365,Hurghada,EG,27.2574,33.8129,64.44,39,0,17.27,clear sky
366,Afyonkarahisar,TR,38.75,30.6667,10.85,89,11,0.58,few clouds
367,Mercedes,AR,-34.6515,-59.4307,92.64,19,0,7.4,clear sky
368,Quatre Cocos,MU,-20.2078,57.7625,79.09,83,100,14.5,light rain
369,Kadoma,JP,34.7333,135.5833,44.58,64,76,3.87,broken clouds
370,Solnechnoye,RU,43.276,46.507,22.03,71,100,11.81,light snow
371,Burgos,ES,42.3394,-3.7079,50.41,81,40,6.91,scattered clouds
372,Rostock,DE,54.0887,12.1405,31.95,88,100,7.29,overcast clouds
373,Saint-Augustin,CA,51.226,-58.6502,11.86,68,3,3.36,clear sky
374,Mitsamiouli,KM,-11.3847,43.2844,82.45,73,62,5.79,broken clouds
375,Alta Floresta,BR,-9.8756,-56.0861,89.42,66,75,3.44,broken clouds
376,Usinsk,RU,65.9939,57.5281,-5.01,99,100,5.5,light snow
377,Uni,RU,57.7535,51.4923,-20.09,100,44,3.91,scattered clouds
378,Lalsot,IN,26.5667,76.3333,59.67,34,5,4.94,clear sky
379,Isla Mujeres,MX,21.2311,-86.731,77.16,59,71,13.22,broken clouds
380,Zavodoukovsk,RU,56.5042,66.5515,27.23,96,100,10.09,light snow
381,Belyy Yar,RU,53.6039,91.3903,4.89,71,90,0.0,fog
382,Praia,CV,14.9215,-23.5087,81.14,57,20,18.41,few clouds
383,Tamandare,BR,-8.7597,-35.1047,83.86,68,100,11.9,overcast clouds
384,Oshawa,CA,43.9001,-78.8496,32.41,64,90,19.57,overcast clouds
385,Salinas,US,36.6777,-121.6555,58.82,83,90,16.11,mist
386,Pergamino,AR,-33.89,-60.5736,93.25,19,10,8.1,clear sky
387,Herat,AF,34.5,62.0,47.7,22,0,3.56,clear sky
388,Bollnas,SE,61.3482,16.3946,20.39,85,55,9.4,broken clouds
389,Ancud,CL,-41.8697,-73.8203,82.22,68,4,7.78,clear sky
390,Husavik,IS,66.0449,-17.3389,17.51,87,24,9.69,few clouds
391,Harper,LR,4.375,-7.7169,83.91,63,54,8.75,broken clouds
392,Sucua,EC,-2.4667,-78.1667,79.54,69,75,5.75,light rain
393,Tekeli,KZ,44.83,78.8239,32.02,59,100,7.25,overcast clouds
394,Teguldet,RU,57.3064,88.1667,1.15,93,92,10.29,overcast clouds
395,Senekal,ZA,-28.3197,27.6208,59.9,84,66,20.4,moderate rain
396,Rognedino,RU,53.8015,33.5576,12.18,90,100,9.01,overcast clouds
397,Swellendam,ZA,-34.0226,20.4417,68.38,76,97,12.8,light rain
398,Sioux Lookout,CA,50.1001,-91.917,1.78,78,75,2.3,light snow
399,Corinth,GR,37.9407,22.9573,50.41,72,95,3.58,overcast clouds
400,Boffa,GN,10.1667,-14.0333,88.5,37,58,8.79,broken clouds
401,Bossangoa,CF,6.4926,17.4552,86.31,25,4,4.34,clear sky
402,Kitgum,UG,3.2783,32.8867,83.19,35,97,8.7,overcast clouds
403,Bayevo,RU,53.2833,80.7667,15.28,96,54,8.52,broken clouds
404,Ninotsminda,GE,41.2646,43.5916,-0.62,84,58,6.06,broken clouds
405,Karasjok,NO,69.4719,25.5112,24.91,96,99,10.42,overcast clouds
406,Lethem,GY,3.3803,-59.7968,93.16,46,97,11.39,light rain
407,Talitsy,RU,56.5289,42.3344,-8.81,93,83,5.77,broken clouds
408,Nurota,UZ,40.5614,65.6886,41.09,57,43,1.45,scattered clouds
409,Husum,DE,54.4858,9.0524,37.89,80,100,6.51,overcast clouds
410,Borborema,BR,-21.6197,-49.0736,91.67,39,9,7.83,clear sky
411,Marawi,PH,7.9986,124.2928,66.65,94,70,0.98,broken clouds
412,Hobyo,SO,5.3505,48.5268,79.43,76,61,15.32,broken clouds
413,Kochinda,IN,21.7333,84.35,56.34,35,0,2.28,clear sky
414,Timra,SE,62.487,17.3257,15.67,83,0,3.44,clear sky
415,Vendome,FR,47.8,1.0667,32.29,69,100,5.55,overcast clouds
416,Soyo,AO,-6.1349,12.3689,79.38,86,67,10.27,light rain
417,Taywarah,AF,33.35,64.4167,34.93,77,29,4.0,scattered clouds
418,Quepos,CR,9.4236,-84.1652,94.53,71,39,5.64,scattered clouds
419,Walvis Bay,NA,-22.9575,14.5053,70.75,56,0,17.27,clear sky
420,Staryy Nadym,RU,65.6118,72.6842,21.88,95,100,17.85,light snow
421,Marathon,US,44.9,-89.7668,12.13,70,1,3.44,clear sky
422,Bitkine,TD,11.9801,18.2138,82.76,18,43,7.94,scattered clouds
423,Beloha,MG,-25.1667,45.05,73.31,84,100,10.29,overcast clouds
424,Halifax,CA,44.6453,-63.5724,42.22,86,100,11.99,overcast clouds
425,Camabatela,AO,-8.1881,15.375,65.79,95,100,0.83,light rain
426,Pratapgarh,IN,24.0333,74.7833,63.77,30,0,1.03,clear sky
427,Termoli,IT,41.9888,14.9895,50.34,74,74,5.61,broken clouds
428,Buta,CD,2.7858,24.73,82.44,40,93,2.53,overcast clouds
429,Gangawati,IN,15.4333,76.5333,69.66,47,2,4.45,clear sky
430,Requena,ES,39.4883,-1.1004,50.13,76,33,2.89,scattered clouds
431,Malanje,AO,-9.5402,16.341,67.73,93,100,3.04,light rain
432,Puerto Madryn,AR,-42.7692,-65.0385,85.96,21,9,15.03,clear sky
433,Yarmouth,US,41.7057,-70.2286,57.31,96,75,5.01,broken clouds
434,Salaga,GH,8.5508,-0.5188,97.3,12,11,6.93,few clouds
435,Sinazongwe,ZM,-17.2614,27.4618,71.31,96,98,3.78,heavy intensity rain
436,Porto Santo,PT,33.072,-16.3415,70.3,83,40,13.8,scattered clouds
437,Soroti,UG,1.7146,33.6111,80.89,42,100,13.06,overcast clouds
438,Tabas,IR,33.5959,56.9244,54.43,21,0,5.55,clear sky
439,Bonga,ET,7.2833,36.2333,68.05,74,87,0.36,overcast clouds
440,Saint-Georges,GD,12.0564,-61.7485,85.68,70,20,23.02,few clouds
441,Miandrivazo,MG,-19.5167,45.4667,82.29,64,59,10.0,broken clouds
442,Rairangpur,IN,22.2676,86.1751,57.22,41,0,2.89,clear sky
443,Acari,PE,-15.4311,-74.6158,80.08,48,90,10.25,overcast clouds
444,Valdosta,US,30.8327,-83.2785,57.69,65,1,5.75,clear sky
445,Porto Novo,BJ,6.4965,2.6036,85.82,40,11,8.97,few clouds
446,Kismayo,SO,-0.3582,42.5454,80.33,79,98,10.18,overcast clouds
447,Jumla,NP,29.2747,82.1838,33.21,64,6,3.27,clear sky
448,Sorkjosen,NO,69.8,20.9333,15.8,92,90,4.61,light shower snow
449,Parana,AR,-31.732,-60.5238,97.57,36,100,9.84,overcast clouds
450,Faro,PT,37.0194,-7.9322,60.58,100,75,12.66,broken clouds
451,Taltal,CL,-25.4,-70.4833,67.84,73,93,4.16,overcast clouds
452,Usogorsk,RU,63.4106,48.6872,-9.65,99,90,2.77,overcast clouds
453,Yenagoa,NG,4.9247,6.2642,90.81,30,39,3.22,scattered clouds
454,General Pico,AR,-35.6566,-63.7568,85.1,38,0,6.38,clear sky
455,Kovdor,RU,67.5662,30.4758,7.95,87,100,8.9,overcast clouds
456,Clarence Town,AU,-32.5833,151.7833,74.86,95,100,3.36,light rain
457,Piacabucu,BR,-10.4056,-36.4344,83.21,71,97,14.85,overcast clouds
458,Coruripe,BR,-10.1256,-36.1756,83.48,70,100,16.75,overcast clouds
459,Calama,CL,-22.4667,-68.9333,68.49,42,75,19.57,broken clouds
460,Harsin,IR,34.2721,47.5861,38.21,60,9,4.05,clear sky
461,Bonthe,SL,7.5264,-12.505,84.25,43,80,10.87,broken clouds
462,Pedernales,DO,18.0384,-71.744,83.52,60,32,4.38,scattered clouds
463,Mezen,RU,65.8522,44.24,7.66,96,100,5.59,overcast clouds
464,Mahibadhoo,MV,3.7833,72.9667,82.31,73,90,11.92,overcast clouds
465,Douentza,ML,14.9951,-2.9517,81.55,10,100,6.89,overcast clouds
466,Makat,KZ,47.6469,53.3463,31.86,74,100,14.5,overcast clouds
467,Upington,ZA,-28.4478,21.2561,75.58,53,20,3.44,few clouds
468,Pueblo Bello,CO,8.2041,-76.526,82.9,67,85,4.23,overcast clouds
469,Tiznit,MA,29.5833,-9.5,69.12,38,16,6.91,few clouds
470,Verkhnyaya Inta,RU,65.9811,60.3094,-2.83,98,98,6.29,overcast clouds
471,Roros,NO,62.5747,11.3842,19.24,86,90,2.3,overcast clouds
472,Isiro,CD,2.7739,27.616,78.62,48,100,0.74,overcast clouds
473,Arrah,IN,25.5667,84.6667,51.69,35,1,2.82,clear sky
474,Gao,ML,16.6362,1.637,78.15,12,83,8.5,broken clouds
475,Amot,NO,59.5714,7.9877,18.77,97,100,3.09,overcast clouds
476,La Loma,PA,8.1667,-80.6333,87.6,66,70,1.25,broken clouds
477,Rzeszow,PL,50.0413,21.999,25.63,86,40,4.61,light snow
478,Colesberg,ZA,-30.72,25.0972,68.54,51,91,16.28,overcast clouds
479,Veraval,IN,20.9,70.3667,70.61,66,12,7.96,few clouds
480,Callaway,US,30.153,-85.5699,58.98,57,1,4.0,clear sky
481,Itaituba,BR,-4.2761,-55.9836,93.36,62,40,10.36,scattered clouds
482,Agbor,NG,6.2518,6.1934,88.74,28,27,0.89,scattered clouds
483,Leua,SK,48.2156,18.6071,26.82,75,23,0.83,few clouds
484,Gonaives,HT,19.45,-72.6833,84.18,57,96,6.46,overcast clouds
485,Cartagena,CO,10.3997,-75.5144,83.82,84,40,3.44,scattered clouds
486,Cabinda,AO,-5.55,12.2,80.44,85,76,9.4,broken clouds
487,Tignere,CM,7.3667,12.65,76.32,25,19,6.38,few clouds
488,Gat,IL,31.61,34.7642,57.4,100,84,4.43,broken clouds
489,Turayf,SA,31.6725,38.6637,48.45,81,40,6.91,scattered clouds
490,Male,MV,4.1748,73.5089,82.31,72,96,11.63,overcast clouds
491,Bethanien,NA,-26.502,17.1583,77.68,13,0,18.14,clear sky
492,Kralendijk,BQ,12.15,-68.2667,85.98,70,75,16.11,broken clouds
493,Oistins,BB,13.0667,-59.5333,86.09,62,40,23.02,scattered clouds
494,Solano,US,38.2333,-121.9511,49.06,95,90,5.75,mist
495,Quelimane,MZ,-17.8786,36.8883,80.55,78,20,13.8,few clouds
496,Houma,US,29.5958,-90.7195,61.0,50,1,10.36,clear sky
497,Hvide Sande,DK,56.0045,8.1294,37.99,77,100,9.53,overcast clouds
498,Soria,ES,41.6667,-2.6667,48.85,91,38,6.22,scattered clouds
499,Chaumont,FR,48.1167,5.1333,31.84,78,31,7.2,scattered clouds
500,Garissa,KE,-0.4536,39.6401,80.49,72,100,5.86,light rain
501,Pampierstad,ZA,-27.7832,24.6877,69.84,64,46,7.96,light rain
502,Aliwal North,ZA,-30.6937,26.7114,62.08,82,70,17.52,moderate rain
503,Boende,CD,-0.2167,20.8667,81.21,69,100,1.99,overcast clouds
504,Primorsk,UA,46.7348,36.3443,22.41,68,68,8.16,broken clouds
505,Bouafle,CI,6.9904,-5.7442,93.22,17,22,4.0,few clouds
506,Bhiwandi,IN,19.3,73.0667,76.86,55,3,2.06,clear sky
507,Urumqi,CN,43.801,87.6005,14.95,86,75,2.24,mist
508,Korcula,HR,42.9622,17.1369,36.16,44,40,4.45,scattered clouds
509,Saurimo,AO,-9.6608,20.3916,64.87,98,100,3.11,overcast clouds
510,Oksovskiy,RU,62.6062,39.8984,17.04,94,100,7.34,light snow
511,Korem,ET,12.5058,39.5228,55.6,75,32,6.13,scattered clouds
512,Zimovniki,RU,47.1483,42.4633,14.9,70,43,9.28,scattered clouds
513,Chulumani,BO,-16.4096,-67.5263,65.28,97,100,1.23,overcast clouds
514,Inhambane,MZ,-23.865,35.3833,76.41,71,100,13.8,overcast clouds
515,Nikolsk,RU,53.7189,46.0712,3.34,95,100,5.57,overcast clouds
516,Timiryazevskiy,RU,56.49,84.8769,4.15,88,13,7.67,few clouds
517,Talcahuano,CL,-36.7167,-73.1167,67.68,52,0,18.41,clear sky
518,Tarko-Sale,RU,64.9225,77.785,16.43,90,100,26.17,overcast clouds
519,Dombarovskiy,RU,50.7587,59.5386,11.08,95,69,6.67,broken clouds
520,Dekar,BW,-21.5333,21.9333,80.73,43,82,5.59,broken clouds
521,Porlamar,VE,10.958,-63.8491,84.29,79,53,18.41,broken clouds
522,Marsaxlokk,MT,35.8419,14.5431,59.07,77,20,4.61,few clouds
523,Notodden,NO,59.5594,9.2585,30.2,90,100,2.24,overcast clouds
524,Kisangani,CD,0.5167,25.2,80.98,55,100,0.51,overcast clouds
525,Svetlyy Yar,RU,48.4748,44.781,9.32,74,100,18.72,overcast clouds
526,Lukovetskiy,RU,64.2956,41.9211,6.78,97,100,2.82,light snow
527,Yarim,YE,14.298,44.3779,53.64,49,6,5.28,clear sky
528,Raudeberg,NO,61.9875,5.1352,35.2,96,100,3.24,light rain
529,Huarmey,PE,-10.0681,-78.1522,73.98,72,8,10.18,clear sky
530,Kedougou,SN,12.5579,-12.1743,88.38,20,0,2.3,clear sky
531,Ugra,RU,54.7777,34.3267,6.39,93,100,5.3,overcast clouds
532,Vinukonda,IN,16.05,79.75,64.29,48,3,2.55,clear sky
533,Jacqueville,CI,5.2052,-4.4146,85.91,63,98,12.5,overcast clouds
534,Dwarahat,IN,29.7833,79.4333,41.83,57,0,2.77,clear sky
535,Penzance,GB,50.1186,-5.5371,51.76,90,100,21.74,overcast clouds
536,Novo Aripuana,BR,-5.1206,-60.3797,92.07,49,92,4.85,overcast clouds
537,Iringa,TZ,-7.7667,35.7,68.59,53,100,12.12,overcast clouds
538,Qostanay,KZ,53.1667,63.5833,25.09,86,0,11.18,clear sky
539,Greifswald,DE,54.1,13.3833,32.11,88,100,7.85,overcast clouds
540,Kambove,CD,-10.8764,26.5969,65.1,93,99,2.33,light rain
541,Guarapari,BR,-20.6667,-40.4975,84.09,81,20,5.55,few clouds
542,Opuwo,NA,-18.0607,13.84,85.42,20,2,20.15,clear sky
543,Luis Correia,BR,-2.8792,-41.6669,91.4,62,20,20.71,few clouds
544,Zabol,AF,32.25,67.25,49.24,34,87,8.9,overcast clouds
545,Ginir,ET,7.1333,40.7,63.7,42,34,2.44,scattered clouds
546,Stokmarknes,NO,68.5646,14.9108,30.18,80,75,3.44,light snow
547,Gamba,GA,-2.65,10.0,80.15,85,90,7.31,overcast clouds
548,Kalanchak,UA,46.2562,33.2907,22.41,58,57,7.25,broken clouds
549,Novotroitskaya,RU,45.3267,41.5253,17.44,71,16,13.09,few clouds
550,Rio Branco,BR,-9.9747,-67.81,83.01,83,75,4.61,broken clouds
551,Misratah,LY,32.3754,15.0925,61.43,37,12,4.61,few clouds
552,Natal,BR,-5.795,-35.2094,88.02,62,40,14.97,scattered clouds
553,Llandrindod Wells,GB,52.2416,-3.3787,41.31,89,100,3.87,light rain
554,Nuuk,GL,64.1835,-51.7216,38.01,87,75,3.44,broken clouds
555,Kangaatsiaq,GL,68.3065,-53.4641,22.08,82,97,6.82,overcast clouds
556,Shubarshi,KZ,48.5872,57.1869,25.23,78,100,5.17,overcast clouds
557,Port Blair,IN,11.6667,92.75,76.91,80,32,8.23,scattered clouds
558,Dakar,SN,14.6937,-17.4441,86.88,65,0,9.22,clear sky
559,Tres Arroyos,AR,-38.3739,-60.2798,82.38,29,61,12.59,broken clouds
560,San Luis,AR,-33.295,-66.3356,85.01,28,85,13.04,overcast clouds
561,Salisbury,GB,51.0693,-1.7957,46.09,91,75,10.36,haze
562,Trairi,BR,-3.2778,-39.2689,87.85,58,25,14.45,scattered clouds
563,Marsa Matruh,EG,31.3525,27.2453,57.4,82,20,4.61,few clouds
564,Rehoboth,NA,-23.3167,17.0833,77.76,11,0,24.81,clear sky
565,Albany,US,42.6001,-73.9662,42.75,70,35,1.99,scattered clouds
566,Gaffney,US,35.0718,-81.6498,58.1,32,0,6.42,clear sky
567,Talnakh,RU,69.4865,88.3972,6.21,81,100,12.62,overcast clouds
568,Bushehr,IR,28.9684,50.8385,64.49,59,98,13.8,overcast clouds
569,Dawlatabad,AF,36.4141,64.9053,55.69,78,48,2.93,scattered clouds
570,Maarianhamina,AX,60.0973,19.9348,26.46,63,75,8.05,light shower snow
571,Okhansk,RU,57.7186,55.3877,0.05,99,47,4.09,scattered clouds
572,Macas,EC,-2.3167,-78.1167,78.55,69,75,5.75,light rain
573,Cuenca,EC,-2.8833,-78.9833,71.73,53,20,4.61,light rain
574,Dunda,TZ,-8.1167,34.25,80.71,39,98,7.14,overcast clouds
575,Muli,MV,2.9167,73.5667,82.71,72,65,11.61,broken clouds
576,Puerto Rico,AR,-26.796,-55.024,102.29,21,24,5.73,light rain
577,Pontes E Lacerda,BR,-15.2261,-59.3353,79.23,88,100,5.86,overcast clouds
578,Severnyy,RU,50.677,36.5532,3.24,85,0,8.95,clear sky
579,Ust-Tsilma,RU,65.441,52.1498,-10.93,98,90,1.3,overcast clouds
580,Bad Doberan,DE,54.1071,11.9005,34.02,90,100,1.01,overcast clouds
581,Mikkeli,FI,61.6886,27.2723,2.14,85,0,4.61,clear sky
582,Bulungu,CD,-4.55,18.6,75.02,90,100,0.67,light rain
583,Adrar,MR,20.5022,-10.0711,76.95,19,100,10.11,overcast clouds
584,Ardakan,IR,32.31,54.0175,52.18,22,0,9.91,clear sky
585,San Pancrazio Salentino,IT,40.4191,17.8305,48.6,61,67,5.14,broken clouds
586,Kaduqli,SD,11.0167,29.7167,79.27,24,50,9.35,scattered clouds
587,Aviles,ES,43.5547,-5.9248,60.76,69,20,1.99,few clouds
588,Iracoubo,GF,5.4802,-53.2011,75.36,96,100,8.3,moderate rain
589,Carutapera,BR,-1.195,-46.02,88.97,56,100,11.79,overcast clouds
590,Cururupu,BR,-1.8283,-44.8683,89.35,53,81,9.46,broken clouds
591,Iranshahr,IR,27.2025,60.6848,66.54,45,0,0.0,clear sky
592,Curitibanos,BR,-27.2828,-50.5844,82.63,37,26,9.06,scattered clouds
593,Kurchum,KZ,48.5722,83.6542,7.54,86,6,1.61,clear sky
594,Riyadh,SA,24.6877,46.7219,60.94,19,8,7.99,clear sky
595,Padang,ID,-0.9492,100.3543,76.66,93,99,4.83,light rain
596,Rio Claro,BR,-22.4114,-47.5614,93.02,37,39,10.09,scattered clouds
597,Uray,RU,60.1247,64.7758,8.58,95,100,8.34,light snow
598,Ponazyrevo,RU,58.3578,46.3142,-1.3,96,100,4.32,overcast clouds
599,Imbituba,BR,-28.24,-48.6703,80.49,70,66,17.18,broken clouds
600,Kifri,IQ,34.6959,44.9661,53.69,58,26,3.13,scattered clouds
601,Caninde De Sao Francisco,BR,-9.66,-37.7894,96.04,29,100,6.38,overcast clouds
602,Kargil,IN,34.5667,76.1,14.13,65,100,2.21,overcast clouds
603,Grand Gaube,MU,-20.0064,57.6608,79.38,82,99,7.0,overcast clouds
604,Umba,RU,66.6871,34.3429,16.54,80,100,16.49,overcast clouds
605,Battle Creek,US,42.3212,-85.1797,27.77,54,90,11.5,snow
606,Kita,ML,13.0349,-9.4895,91.8,10,89,7.34,overcast clouds
607,Itacoatiara,BR,-3.1431,-58.4442,90.79,51,45,5.19,scattered clouds
608,Plettenberg Bay,ZA,-34.0527,23.3716,66.85,91,84,10.74,light rain
609,Camopi,GF,3.1655,-52.3158,73.67,99,100,2.62,moderate rain
610,Canarana,BR,-11.6847,-41.7689,82.36,58,78,5.5,broken clouds
611,Tukrah,LY,32.5341,20.5791,58.59,63,24,6.89,few clouds
612,Ierapetra,GR,35.01,25.7353,55.58,84,89,11.99,overcast clouds
613,Llano De Piedra,PA,7.6667,-80.5667,83.7,67,61,4.52,broken clouds
614,Didwana,IN,27.4,74.5667,60.89,17,6,4.38,clear sky
615,Bauta,CU,22.9828,-82.5464,74.98,60,86,13.62,overcast clouds
616,Lyuban,BY,52.7985,28.0048,14.68,89,79,9.08,broken clouds
617,Saraland,US,30.8207,-88.0706,59.02,70,2,6.35,clear sky
618,Ormara,PK,25.2088,64.6357,74.93,77,2,11.61,clear sky
619,Bosaso,SO,11.2842,49.1816,76.5,70,71,6.98,broken clouds
620,Easton,US,40.6884,-75.2207,46.65,56,75,5.01,broken clouds
621,Nagaur,IN,27.2,73.7333,63.48,17,4,2.57,clear sky
622,Petrokamenskoye,RU,57.716,60.6484,10.83,92,89,8.48,overcast clouds
623,Humaita,BR,-7.5061,-63.0208,76.32,96,100,2.24,light rain
624,Lagos,NG,6.5833,3.75,89.92,40,5,5.82,clear sky
625,Turinskaya Sloboda,RU,57.6232,64.3858,12.25,94,100,10.76,light snow
626,Calamar,CO,10.2511,-74.9146,84.15,60,60,8.34,broken clouds
627,Leh,IN,34.1667,77.5833,11.89,65,91,0.85,overcast clouds
628,Dromolaxia,CY,34.8761,33.586,53.98,71,40,8.05,scattered clouds
629,Finnsnes,NO,69.2296,17.9811,26.56,96,100,8.21,snow
630,Remanso,BR,-9.6179,-42.0831,83.75,58,96,10.8,overcast clouds
631,Deutschlandsberg,AT,46.8153,15.2222,32.22,56,87,2.55,overcast clouds
632,Rye Brook,US,41.0193,-73.6835,48.02,60,1,11.99,clear sky
633,Staroye Drozhzhanoye,RU,54.7266,47.5677,3.56,91,99,5.97,overcast clouds
634,Gornopravdinsk,RU,60.05,69.9,26.85,89,100,12.93,overcast clouds
635,Maniitsoq,GL,65.4167,-52.9,34.88,75,100,0.56,overcast clouds
636,Ponta Delgada,PT,37.7333,-25.6667,61.52,67,40,26.46,scattered clouds
637,Outjo,NA,-20.1167,16.15,85.75,16,3,22.73,clear sky
638,Tamala,RU,52.541,43.2515,4.12,95,100,7.61,overcast clouds
639,Zapolyarnyy,RU,69.4154,30.8136,15.08,93,100,5.84,overcast clouds
640,Dom Pedrito,BR,-30.9828,-54.6731,90.82,24,36,12.88,scattered clouds
641,Walcz,PL,53.2779,16.4712,27.1,88,98,5.68,overcast clouds
642,Sorland,NO,67.667,12.6934,37.26,58,96,6.82,overcast clouds
643,Cancun,MX,21.1743,-86.8466,77.05,53,20,10.36,few clouds
644,Iguape,BR,-24.7081,-47.5553,82.98,66,7,10.16,clear sky
645,Awjilah,LY,29.1081,21.2869,58.24,38,90,3.06,overcast clouds
646,Aguimes,ES,27.9054,-15.4461,66.83,83,75,3.44,broken clouds
647,Ampanihy,MG,-24.7,44.75,72.84,85,100,10.22,overcast clouds
648,Formosa,AR,-26.1775,-58.1781,84.18,61,90,12.66,overcast clouds
649,Monrovia,LR,6.3005,-10.7969,91.17,71,96,8.66,overcast clouds
650,Sao Felix Do Xingu,BR,-6.6447,-51.995,86.54,63,100,4.12,overcast clouds
651,Iskateley,RU,67.6803,53.1512,-26.79,97,48,3.36,scattered clouds
652,Estepona,ES,36.4276,-5.1459,62.56,97,100,2.04,light rain
653,Mahajanga,MG,-15.7167,46.3167,84.22,74,20,10.36,few clouds
654,Kabalo,CD,-6.05,26.9167,73.65,94,100,3.74,overcast clouds
655,Blois,FR,47.5833,1.3333,32.38,70,99,7.14,overcast clouds
656,Sint-Lievens-Houtem,BE,50.9329,3.8809,33.66,60,97,7.34,overcast clouds
657,Podporozhye,RU,60.9112,34.1706,6.67,92,91,6.89,overcast clouds
658,Abapo,BO,-18.8333,-63.4667,71.38,92,100,2.01,overcast clouds
659,Sabi,GM,13.2333,-14.2,96.58,9,94,12.15,overcast clouds
660,Qom,IR,34.6401,50.8764,49.59,35,1,6.96,clear sky
661,Andros Town,BS,24.7,-77.7667,73.36,66,100,20.13,overcast clouds
662,Qena,EG,26.1615,32.7183,60.91,39,57,10.83,broken clouds
663,Port Shepstone,ZA,-30.7414,30.455,70.74,93,90,8.79,moderate rain
664,Lerwick,GB,60.1545,-1.1494,41.0,90,100,15.73,overcast clouds
665,Jablah,SY,35.3614,35.9256,53.83,66,23,4.27,few clouds
666,Perevoz,RU,55.5961,44.5446,-9.6,98,91,5.73,overcast clouds
667,Eucaliptus,BO,-17.5833,-67.5167,58.69,62,100,5.55,overcast clouds
668,Abu Dhabi,AE,24.4667,54.3667,73.51,69,0,1.99,clear sky
669,Rognan,NO,67.0953,15.3878,21.34,80,87,3.13,overcast clouds
670,Barra Patuca,HN,15.8,-84.2833,76.69,81,88,13.51,overcast clouds
671,Domoni,KM,-12.2569,44.5319,81.95,79,95,2.95,overcast clouds
672,Santa Ana,US,33.7456,-117.8678,66.47,59,75,0.0,haze
673,Khaniotis,GR,39.9991,23.58,38.43,68,60,7.31,broken clouds
674,Bodden Town,KY,19.2833,-81.25,82.0,79,75,8.99,broken clouds
675,Pula,HR,44.8683,13.8481,42.69,70,0,8.05,clear sky
676,Trofors,NO,65.5333,13.4063,25.95,97,97,2.08,overcast clouds
677,Yuzhnyy,RU,53.2542,83.6936,12.58,92,0,8.95,clear sky
678,Ust-Koksa,RU,50.2696,85.6108,4.57,83,54,1.63,broken clouds
679,Mastic Beach,US,40.7668,-72.8521,48.49,71,1,5.99,clear sky
680,Isabela,PH,6.7085,121.9711,77.59,84,100,4.36,overcast clouds
681,Agadir,MA,30.4202,-9.5982,73.85,53,30,7.38,scattered clouds
682,Caconda,AO,-13.7333,15.0667,69.93,67,57,8.19,broken clouds
683,Rondonopolis,BR,-16.4708,-54.6356,77.4,87,100,5.39,overcast clouds
684,Kormilovka,RU,55.0026,74.1028,26.35,87,100,19.15,overcast clouds
685,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,82,40,19.37,scattered clouds
686,Temiscaming,CA,46.7212,-79.0971,17.47,79,100,12.66,overcast clouds
687,La Sarre,CA,48.8002,-79.1996,11.53,87,100,12.86,overcast clouds
688,Svetlogorsk,BY,52.6333,29.7333,14.41,84,99,9.51,overcast clouds
689,Gari,RU,59.4307,62.3497,-0.56,95,100,5.35,overcast clouds
690,Nkoteng,CM,4.5167,12.0333,82.76,38,20,4.18,few clouds
691,Kirkwall,GB,58.9848,-2.9587,39.25,93,75,2.3,broken clouds
692,Lucapa,AO,-8.4192,20.7447,67.8,95,94,5.73,light rain
693,Koutsouras,GR,35.0339,25.9469,53.11,84,95,4.7,overcast clouds
694,Wlodawa,PL,51.55,23.55,23.31,65,6,2.86,clear sky
